ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture
2952	Second Clown	0	0	68	10	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0																						576	1429	3616	4189	2836	956	2890	4614	1202	4944	0	0	0	0	0	0	0	0	-1	576	576	576	576	576	576	576	576	576
656	Now wears his crown.	0	0	9	0	0	0	8	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						579	2494	4782	2219	2378	773	4823	4641	3823	4658	0	0	0	0	0	0	0	0	-1	579	579	579	579	579	579	579	579	579
1556	And lose the name of action.--Soft you now!	0	0	32	2	0	0	12	4	0	1	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1																						579	4362	3777	4107	1148	910	4268	4481	3808	1997	0	0	0	0	0	0	0	0	-1	579	579	579	579	579	579	579	579	579
1632	That unmatch''d form and feature of blown youth	0	0	9	2	0	0	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	1	0	1																						581	1916	3	2092	4118	1639	0	2259	2470	4169	0	0	0	0	0	0	0	0	-1	581	581	581	581	581	581	581	581	581
992	"My liege, and madam, to expostulate"	0	0	1	9	0	0	0	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1																						585	3073	3951	1738	1255	3007	2667	3320	3519	13	0	0	0	0	0	0	0	0	-1	585	585	585	585	585	585	585	585	585
3383	"I pray you, pass with your best violence;"	0	0	1	1	0	0	0	2	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0																						587	1423	4881	1228	3568	4024	3597	3328	574	2339	0	0	0	0	0	0	0	0	-1	587	587	587	587	587	587	587	587	587
1214	me than a foul and pestilent congregation of vapours.	32	1	10	8	0	0	3	4	0	1	0	0	0	9	0	0	0	0	1	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	1																						591	1405	2967	1741	3003	250	3725	2025	1827	2646	0	0	0	0	0	0	0	1	1	-1	-1	591	591	591	591	591	591	591
2767	Know you the hand?	17	1	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						591	538	4421	495	2577	4707	3613	114	4371	876	0	0	0	1	0	0	0	0	-1	591	-1	-1	591	591	591	591	591	591
2394	"By desperate appliance are relieved,"	0	0	7	1	0	0	5	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0																						592	451	1815	1096	868	516	4428	2629	1384	319	0	0	0	0	0	0	0	0	-1	592	592	592	592	592	592	592	592	592
2527	"To hide the slain? O, from this time forth,"	0	0	33	1	0	0	4	0	1	0	2	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0																						592	3071	3873	970	3162	3625	3705	865	3652	4838	0	0	0	0	0	0	0	0	-1	592	592	592	592	592	592	592	592	592
836	something: where did I leave?	0	0	2	0	0	0	0	2	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0																						594	3898	2512	244	770	3649	4693	4687	3930	2461	0	0	0	0	0	0	0	0	-1	594	594	594	594	594	594	594	594	594
2723	And we cast away moan:	17	1	8	2	0	0	0	2	0	0	0	0	0	5	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																						595	4726	4740	2168	4782	622	4536	1639	3009	4819	0	0	0	1	0	0	0	0	-1	595	-1	-1	595	595	595	595	595	595
3057	"and boy, thirty years."	0	0	3	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1																						596	3351	158	1214	1923	2290	2614	2425	2477	418	0	0	0	0	0	0	0	0	-1	596	596	596	596	596	596	596	596	596
706	"My tables,--meet it is I set it down,"	0	0	15	2	0	0	0	2	1	0	2	0	2	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						597	37	4076	3611	3756	1981	2680	4809	3410	598	0	0	0	0	0	0	0	0	-1	597	597	597	597	597	597	597	597	597
141	"Have we, as ''twere with a defeated joy,--"	17	1	9	29	0	0	1	0	0	0	2	0	2	8	0	1	0	1	1	1	17	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0																						598	3545	2752	2635	1633	4028	3907	2717	1361	1108	0	0	0	1	0	0	0	0	-1	598	-1	-1	598	598	598	598	598	598
522	And with a larger tether may he walk	17	1	10	10	0	0	1	0	0	0	0	0	0	8	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1																						602	1196	2298	1022	3343	904	4221	2445	1271	3462	0	0	0	1	0	0	0	0	-1	602	-1	-1	602	602	602	602	602	602
2933	"What, art a heathen? How dost thou understand the"	27	1	49	29	0	0	1	2	0	0	1	0	0	9	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0																						602	3958	777	4228	252	2718	4920	261	3040	750	0	0	0	0	0	0	0	0	-1	602	602	602	602	602	602	602	602	602
5	He.	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						605	1922	1100	2639	3146	3102	481	820	1343	2673	0	0	0	0	0	0	0	0	-1	605	605	605	605	605	605	605	605	605
3323	"I am satisfied in nature,"	17	1	0	8	0	0	1	2	0	0	1	0	0	5	0	0	0	1	1	1	17	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						605	2907	4878	4156	4250	2935	2043	2372	2111	952	0	0	0	1	0	0	0	0	-1	605	-1	-1	605	605	605	605	605	605
310	"Or ever I had seen that day, Horatio!"	27	1	3	1	0	0	2	0	1	0	1	0	0	8	0	0	1	1	1	1	27	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1																						606	989	995	1568	643	1531	3667	2732	4505	3859	0	0	0	0	0	0	0	1	1	-1	-1	606	606	606	606	606	606	606
2635	Danes	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0																						606	4676	4420	2339	4669	1258	3477	1229	1881	2164	0	0	0	0	0	0	0	0	-1	606	606	606	606	606	606	606	606	606
95	"Which, happily, foreknowing may avoid, O, speak!"	0	0	1	4	0	0	1	2	1	0	4	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0																						607	1556	706	2642	553	309	520	2438	4465	1349	0	0	0	0	0	0	0	0	-1	607	607	607	607	607	607	607	607	607
2412	that''s the end.	0	0	6	0	0	0	4	2	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						607	202	3871	1475	703	3838	2314	1635	1043	311	0	0	0	0	0	0	0	0	-1	607	607	607	607	607	607	607	607	607
2780	"To thine own peace. If he be now return''d,"	14	1	0	7	0	0	1	2	0	1	1	0	0	9	0	1	0	1	1	1	14	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0																						607	4708	4123	73	3901	3092	3321	125	4958	1286	0	0	0	0	0	1	0	1	1	-1	-1	607	607	607	607	607	-1	607
2774	Thus didest thou.''	0	0	3	0	0	0	2	2	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						608	4943	3415	2347	2583	1867	2897	3358	2731	4879	0	0	0	0	0	0	0	0	-1	608	608	608	608	608	608	608	608	608
1600	all; believe none of us. Go thy ways to a nunnery.	0	0	9	1	0	0	0	0	0	2	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	1	0	0	1	0	0																						609	4471	4379	4118	3509	2780	1011	4794	2807	1967	0	0	0	0	0	0	0	0	-1	609	609	609	609	609	609	609	609	609
2829	"Or with a little shuffling, you may choose"	0	0	10	2	0	0	1	2	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1																						609	1645	3070	1702	3984	3499	1283	4688	2387	4640	0	0	0	0	0	0	0	0	-1	609	609	609	609	609	609	609	609	609
1311	"digested in the scenes, set down with as much"	0	0	6	12	0	0	5	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0																						613	647	538	4458	3336	2588	166	290	1251	2691	0	0	0	0	0	0	0	0	-1	613	613	613	613	613	613	613	613	613
2194	"Could you on this fair mountain leave to feed,"	0	0	13	12	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0																						613	4865	174	4831	3022	3694	3847	3582	2007	1773	0	0	0	0	0	0	0	0	-1	613	613	613	613	613	613	613	613	613
3095	me one thing.	23	1	12	0	0	0	10	0	0	1	0	0	0	3	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0																						614	322	4263	1981	4382	2758	968	844	2458	43	0	0	1	0	0	0	0	0	-1	614	-1	614	614	614	-1	614	614	614
885	As it did seem to shatter all his bulk	0	0	8	5	0	0	1	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						615	3321	3223	3020	895	4903	3398	3598	2692	2477	0	0	0	0	0	0	0	0	-1	615	615	615	615	615	615	615	615	615
2618	"The ocean, overpeering of his list,"	0	0	3	9	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0																						615	3266	3265	2343	3453	3551	2702	836	4848	752	0	0	0	0	0	0	0	0	-1	615	615	615	615	615	615	615	615	615
3120	Fordo its own life: ''twas of some estate.	0	0	3	1	0	0	7	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	2	0	0	1	0	0																						615	2071	4459	349	3784	1783	1866	2331	1953	4055	0	0	0	0	0	0	0	0	-1	615	615	615	615	615	615	615	615	615
543	"Keeps wassail, and the swaggering up-spring reels;"	0	0	1	3	0	0	0	0	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1																						616	2603	4989	4244	2709	1527	1611	4188	2590	2503	0	0	0	0	0	0	0	0	-1	616	616	616	616	616	616	616	616	616
2272	"Whilst rank corruption, mining all within,"	0	0	9	3	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0																						618	2471	3186	1909	1540	2747	3708	1163	126	769	0	0	0	0	0	0	0	0	-1	618	618	618	618	618	618	618	618	618
1723	"That no revenue hast but thy good spirits,"	0	0	2	26	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	1	0	1																						619	3436	2479	2441	514	4557	2080	4235	4046	1363	0	0	0	0	0	0	0	0	-1	619	619	619	619	619	619	619	619	619
1360	sleeps: say on: come to Hecuba.	0	0	2	2	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						620	1951	4578	146	402	4060	4573	615	1692	541	0	0	0	0	0	0	0	0	-1	620	620	620	620	620	620	620	620	620
553	Makes us traduced and tax''d of other nations:	0	0	5	1	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1																						621	1025	3543	2432	1309	4345	4261	2892	2934	285	0	0	0	0	0	0	0	0	-1	621	621	621	621	621	621	621	621	621
1267	"Upon mine honour,--"	17	1	0	0	0	0	0	2	0	0	1	0	2	3	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																						624	320	2007	2593	1796	995	3665	2348	2344	4181	0	0	0	1	0	0	0	0	-1	624	-1	-1	624	624	624	624	624	624
170	"Farewell, and let your haste commend your duty."	0	0	38	0	0	0	3	2	0	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1																						626	1100	2453	1130	2694	793	2738	1340	59	2745	0	0	0	0	0	0	0	0	-1	626	626	626	626	626	626	626	626	626
3188	I''ll do''t. Dost thou come here to whine?	0	0	3	7	0	0	2	0	0	1	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						626	3508	3963	523	2884	3345	3999	3432	1240	3494	0	0	0	0	0	0	0	0	-1	626	626	626	626	626	626	626	626	626
1321	"With eyes like carbuncles, the hellish Pyrrhus"	0	0	16	2	0	0	1	2	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0																						627	4547	3310	4105	2924	4141	3864	4024	2481	1038	0	0	0	0	0	0	0	0	-1	627	627	627	627	627	627	627	627	627
2996	"Why, e''en so: and now my Lady Worm''s; chapless, and"	23	1	0	5	0	0	0	2	0	0	2	1	0	10	0	2	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2																						629	907	3277	3031	2740	556	203	2406	2034	4005	0	0	1	0	0	0	0	0	-1	629	-1	629	629	629	-1	629	629	629
1631	"Like sweet bells jangled, out of tune and harsh;"	23	1	8	3	0	0	0	1	0	0	1	1	0	9	0	0	0	1	1	1	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	3	0	0	0	0	1																						630	285	635	3591	841	2852	470	6	981	4744	0	0	1	0	0	0	0	0	-1	630	-1	630	630	630	-1	630	630	630
120	The bird of dawning singeth all night long:	0	0	3	3	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0																						632	4526	2203	1116	4466	2229	3979	4620	2348	505	0	0	0	0	0	0	0	0	-1	632	632	632	632	632	632	632	632	632
974	Makes vow before his uncle never more	0	0	3	6	0	0	2	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0																						633	1627	4124	4546	1465	4422	4464	3689	1528	4401	0	0	0	0	0	0	0	0	-1	633	633	633	633	633	633	633	633	633
2164	That it is proof and bulwark against sense.	0	0	7	0	0	0	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1																						634	149	3465	1541	3976	761	3683	2134	1117	4731	0	0	0	0	0	0	0	0	-1	634	634	634	634	634	634	634	634	634
3153	"Fall ten times treble on that cursed head,"	0	0	1	3	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0																						634	4796	227	1892	2354	1025	3051	1024	1835	649	0	0	0	0	0	0	0	0	-1	634	634	634	634	634	634	634	634	634
3270	Of Laertes?	17	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0																						634	4190	579	4619	174	3849	4596	330	4135	3367	0	0	0	1	0	0	0	0	-1	634	-1	-1	634	634	634	634	634	634
1768	"Ay, my lord; they stay upon your patience."	23	1	0	0	0	0	1	2	0	1	1	1	0	8	0	0	0	1	1	1	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0																						635	1914	301	745	2343	1178	4038	4131	328	4449	0	0	1	0	0	0	0	0	-1	635	-1	635	635	635	-1	635	635	635
2296	Let the bloat king tempt you again to bed;	0	0	1	6	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0																						635	4727	4040	2807	618	3274	3390	4984	2630	2787	0	0	0	0	0	0	0	0	-1	635	635	635	635	635	635	635	635	635
2807	That he could nothing do but wish and beg	0	0	11	2	0	0	11	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2																						637	2240	1719	713	628	2279	4596	2956	1925	4474	0	0	0	0	0	0	0	0	-1	637	637	637	637	637	637	637	637	637
354	"As I do live, my honour''d lord, ''tis true;"	14	1	0	2	0	0	0	0	1	0	2	1	0	9	0	2	0	1	1	1	14	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						638	1501	838	1520	1001	1577	1477	1339	3101	692	0	0	0	0	0	1	0	1	1	-1	-1	638	638	638	638	638	-1	638
2975	sings at grave-making?	0	0	1	0	0	0	0	2	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						639	2714	4622	4901	1538	2899	4744	4532	2805	1103	0	0	0	0	0	0	0	0	-1	639	639	639	639	639	639	639	639	639
1104	truly in my youth I suffered much extremity for	0	0	3	2	0	0	2	2	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0																						640	4238	273	4377	2358	1194	72	2885	3960	4574	0	0	0	0	0	0	0	0	-1	640	640	640	640	640	640	640	640	640
1519	"Ophelia, walk you here. Gracious, so please you,"	21	1	0	1	0	0	0	4	0	1	3	0	0	8	0	0	0	1	1	1	21	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0																						641	3200	1348	4405	58	4193	2831	642	836	805	0	0	0	0	0	0	1	1	1	-1	-1	641	641	641	641	641	641	-1
2495	"And spur my dull revenge! What is a man,"	13	1	1	33	0	0	1	0	0	0	1	0	0	9	0	0	1	1	1	1	13	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1																						641	4251	3598	403	616	1995	4413	3229	2871	1077	0	0	0	0	0	1	0	1	1	-1	-1	641	641	641	641	641	-1	641
107	"For it is, as the air, invulnerable,"	0	0	2	1	0	0	1	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0																						643	2561	4507	3584	3262	2280	2777	4111	888	1734	0	0	0	0	0	0	0	0	-1	643	643	643	643	643	643	643	643	643
722	No; you''ll reveal it.	12	1	0	0	0	0	0	0	0	1	0	1	0	4	0	1	0	1	1	1	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0																						643	3459	2147	3065	569	1288	1539	1514	4569	3067	0	0	0	1	0	0	0	1	1	-1	-1	-1	643	643	643	643	643	643
225	"It shows a will most incorrect to heaven,"	17	1	8	19	0	0	6	0	0	0	1	0	0	8	0	0	0	1	1	1	17	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0																						644	3258	465	1550	1377	2148	2810	135	625	3724	0	0	0	1	0	0	0	0	-1	644	-1	-1	644	644	644	644	644	644
1950	"Make you a wholesome answer; my wit''s diseased: but,"	14	1	0	3	0	0	0	0	0	0	1	1	0	9	0	1	0	1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2																						645	1474	3365	3074	3619	3633	871	1317	2576	977	0	0	0	0	0	1	0	1	1	-1	-1	645	645	645	645	645	-1	645
2370	"Take you me for a sponge, my lord?"	27	1	0	0	0	0	2	0	0	0	1	0	0	8	1	0	0	1	1	1	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0																						646	318	1869	1440	2934	259	722	346	923	310	0	0	0	0	0	0	0	1	1	-1	-1	646	646	646	646	646	646	646
1243	hundred ducats a-piece for his picture in little.	0	0	3	2	0	0	2	2	0	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	1	0																						647	2279	1018	3355	4827	4901	1973	2718	3502	2675	0	0	0	0	0	0	0	0	-1	647	647	647	647	647	647	647	647	647
1111	"Slanders, sir: for the satirical rogue says here"	17	1	0	8	0	0	0	2	0	0	1	0	0	8	0	0	0	1	1	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	1	0	0																						648	349	4132	641	2841	1311	1908	4496	3859	2450	0	0	0	1	0	0	0	0	-1	648	-1	-1	648	648	648	648	648	648
1842	The instances that second marriage move	0	0	2	22	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0																						649	2086	254	549	3125	1204	370	639	3641	3347	0	0	0	0	0	0	0	0	-1	649	649	649	649	649	649	649	649	649
1309	"it, and others, whose judgments in such matters"	0	0	4	14	0	0	3	2	0	0	2	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1																						650	206	1527	3606	3154	937	958	2978	3507	424	0	0	0	0	0	0	0	0	-1	650	650	650	650	650	650	650	650	650
761	"Ah, ha, boy! say''st thou so? art thou there,"	17	1	0	3	0	0	1	2	0	0	3	0	0	9	1	1	1	1	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	1	0	0	1	0	0																						656	4140	4447	2594	1033	3576	223	3496	3070	3404	0	0	0	1	0	0	0	0	-1	656	-1	-1	656	656	656	656	656	656
